evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-dff6ae324fe4,APP-00036,LOG-000240,2024-08-05 00:00:00,recruiter_note,internal,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Working with candidate and client to adjust start date around notice period. Flagging for visibility.,"trying to work out my noice period, might push the start date a bit.",58.6,0.6,pending,
EV-b57dc69b7b6e,APP-00036,LOG-000241,2024-08-09 00:00:00,candidate_message,candidate_facing,"trying to work out my noice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Working with candidate and client to adjust start date around notice period.,Discussed notice period - candidate's current employer requesting longer transition.,62.3,0.6,pending,
EV-a3fb5688600e,APP-00036,LOG-000241,2024-08-09 00:00:00,candidate_message,candidate_facing,"trying to work out my noice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Working with candidate and client to adjust start date around notice period.,Discussed notice period - candidate's current employer requesting longer transition.,62.3,0.6,pending,
EV-b3e94a9beaf5,APP-00036,LOG-000242,2024-08-12 00:00:00,recruiter_note,internal,Discussed notice period - candidate's current employer requesting longer transition.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"trying to work out my noice period, might push the start date a bit.",Discussed noticce period - candidate's current employer requesting longer transition. Keeping an eye on this one.,27.7,0.75,pending,
EV-bc358a87efcf,APP-00036,LOG-000243,2024-08-12 00:00:00,recruiter_note,internal,Discussed noticce period - candidate's current employer requesting longer transition. Keeping an eye on this one.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Discussed notice period - candidate's current employer requesting longer transition.,,19.8,0.75,pending,
EV-d59049c46dfe,APP-00037,LOG-000245,2025-06-13 00:00:00,candidate_message,candidate_facing,just wnt to understand how stable this assignment...,job_security_concern,Candidate asks about role stability or long-term security.,moderate,Interview rescheduled once before finally taking place. Flagging for visibility.,"Candidate asked about contract length/conversion path, gave what info we have.",21.1,0.6,pending,
EV-deb5f83a443b,APP-00037,LOG-000246,2025-06-19 00:00:00,recruiter_note,internal,"Candidate asked about contract length/conversion path, gave what info we have.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,just wnt to understand how stable this assignment...,,18.4,0.6,pending,
EV-c68d5ef1c6ba,APP-00039,LOG-000256,2024-12-14 00:00:00,recruiter_note,internal,"Discussed shift schedule concerns wiht candidate, checked with client on flexibility. Nothing further to add right now.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,,"the schedule might coflict with childcare, seeing what I can work out. TY",11.3,0.6,pending,
EV-e85d5df18376,APP-00039,LOG-000257,2024-12-20 00:00:00,candidate_message,candidate_facing,"the schedule might coflict with childcare, seeing what I can work out. TY",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift schedule concerns wiht candidate, checked with client on flexibility. Nothing further to add right now.","Hi, would prefer day shift if that's posible at all.",69.2,0.6,pending,
EV-d76ebcce8efa,APP-00039,LOG-000258,2024-12-28 00:00:00,candidate_message,candidate_facing,"Hi, would prefer day shift if that's posible at all.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"the schedule might coflict with childcare, seeing what I can work out. TY","Discussed shift scedule concerns with candidate, checked with client on flexibility.",48.1,0.6,pending,
EV-c23c4f6f8c42,APP-00039,LOG-000259,2025-01-03 00:00:00,recruiter_note,internal,"Discussed shift scedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Hi, would prefer day shift if that's posible at all.",is there any flexibility on the shift start time?,34.0,0.6,pending,
EV-4bfd1a132925,APP-00039,LOG-000260,2025-01-05 00:00:00,candidate_message,candidate_facing,is there any flexibility on the shift start time?,schedule_shift,Candidate raises a comment about shift or schedule.,moderate,"Discussed shift scedule concerns with candidate, checked with client on flexibility.","Discussed shift schedule concens with candidate, checked with client on flexibility.",49.0,0.6,pending,
EV-388a0d44a59d,APP-00039,LOG-000260,2025-01-05 00:00:00,candidate_message,candidate_facing,is there any flexibility on the shift start time?,candidate_questions,Candidate asks a direct question.,weak,"Discussed shift scedule concerns with candidate, checked with client on flexibility.","Discussed shift schedule concens with candidate, checked with client on flexibility.",49.0,0.45,pending,
EV-b427710e38e5,APP-00039,LOG-000261,2025-01-09 00:00:00,recruiter_note,internal,"Discussed shift schedule concens with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,is there any flexibility on the shift start time?,"Good morning, is there any flexibility on the shitf start time?",68.6,0.6,pending,
EV-5e53d45a54ec,APP-00039,LOG-000262,2025-01-22 00:00:00,candidate_message,candidate_facing,"Good morning, is there any flexibility on the shitf start time?",candidate_questions,Candidate asks a direct question.,weak,"Discussed shift schedule concens with candidate, checked with client on flexibility.","the scheule might conflict with childcare, seeing what I can work out.",62.4,0.45,pending,
EV-5f32962b9bed,APP-00043,LOG-000281,2024-12-22 00:00:00,candidate_message,candidate_facing,"this role sounds like a great fit, can't waait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,Candidate expressed strong enthusiasm during call.,Candiadte expressed strong enthusiasm during call. Will flolow up early next week.,8.4,0.6,pending,
EV-4c02bf717d1c,APP-00044,LOG-000291,2024-05-28 00:00:00,candidate_message,candidate_facing,"Hi there, the rate is a little lower than I was expecting honestly. Taalk soon",compensation_concern,Candidate raises a question or concern about compensation.,moderate,Candidate seems okay with comp after clarifying overtime/differential. No action needed at this time.,,10.0,0.6,pending,
EV-80625c7ccbd3,APP-00045,LOG-000292,2025-05-07 00:00:00,candidate_message,candidate_facing,"Hi there, sorry to ask again, but what should I bring on day one? TY",onboarding_process,Candidate asks about onboarding logistics.,weak,,"Hi, sorry to ask again, but what should I bring on day one? Thank you",9.5,0.45,pending,
EV-323fa8dd4cce,APP-00045,LOG-000293,2025-05-08 00:00:00,candidate_message,candidate_facing,"Hi, sorry to ask again, but what should I bring on day one? Thank you",onboarding_process,Candidate asks about onboarding logistics.,weak,"Hi there, sorry to ask again, but what should I bring on day one? TY","FYI, seent onboarding checklist again per candidate request. Will circle back if anything changes.",27.3,0.45,pending,
EV-cf9357ed66b7,APP-00045,LOG-000294,2025-05-08 00:00:00,recruiter_note,internal,"FYI, seent onboarding checklist again per candidate request. Will circle back if anything changes.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Hi, sorry to ask again, but what should I bring on day one? Thank you","Candidate asked several onboarding logistics questions, answered all of them. Will check in aagin in a few days.",1.3,0.45,pending,
EV-8ecc66e4278a,APP-00045,LOG-000295,2025-05-13 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them. Will check in aagin in a few days.",onboarding_process,Candidate asks about onboarding logistics.,weak,"FYI, seent onboarding checklist again per candidate request. Will circle back if anything changes.","Candidate asked several onboarding logistics questions, answered all of them.",55.7,0.45,pending,
EV-c4678c5d3395,APP-00045,LOG-000296,2025-05-14 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Candidate asked several onboarding logistics questions, answered all of them. Will check in aagin in a few days.","Good morning, wanted to double check the parking/badge situation one morre time.",13.5,0.45,pending,
EV-fa9463a897a1,APP-00045,LOG-000297,2025-05-14 00:00:00,candidate_message,candidate_facing,"Good morning, wanted to double check the parking/badge situation one morre time.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Candidate asked several onboarding logistics questions, answered all of them.","Cadidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.",4.5,0.45,pending,
EV-a49ac390e489,APP-00045,LOG-000298,2025-05-24 00:00:00,recruiter_note,internal,"Cadidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Good morning, wanted to double check the parking/badge situation one morre time.","Candidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.",35.2,0.45,pending,
EV-b3199845c3f9,APP-00045,LOG-000299,2025-05-28 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Cadidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.","FYI, candidate asked several onboarding logistics questions, answered all of them.",37.1,0.45,pending,
EV-3061cd90a8b5,APP-00045,LOG-000300,2025-06-04 00:00:00,recruiter_note,internal,"FYI, candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Candidate asked several onboarding logistics questions, answered all of them. Keeping an eye on this one.","Good afternoon, sorry to ask again, but what should I bring on day one?",86.0,0.45,pending,
EV-3e006ea895c5,APP-00045,LOG-000301,2025-06-10 00:00:00,candidate_message,candidate_facing,"Good afternoon, sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,"FYI, candidate asked several onboarding logistics questions, answered all of them.",,92.1,0.45,pending,
