evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-52782f2b1159,APP-00068,ned to sort out some family logistics before I can lock in a start date. Best,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-4c88edca9dba,APP-00070,"Candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-545d5883f2a7,APP-00070,"got some news on the other role I mentioned, stil deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-3698f4764774,APP-00070,"Update - candidate mentioned competing process, seems to be weighing both.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-11dd6933029f,APP-00070,"Hello, I'm also in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-b0241df9bf1a,APP-00070,"Good afternoon, I'm also in process with another company, wanteed to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-b1cd7d1909c7,APP-00070,"have another opportunity moving alogn too, trying to figure out timing.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-efc9cfbc50e7,APP-00070,"Hey, got some news on the other role I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-6695c5b91e1f,APP-00070,"Hey, got some news on the other role I mentioned, still deciding.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-28f6d5467774,APP-00070,"Candidate mentioned competing process, seems to be weighing both. Wll circle back if anything changes.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,pending,,,,,,
EV-a46fddffeadf,APP-00071,"thanks so much for checking in, realy appreciate how on top of this you've been! Talk soon",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-86c880bbcdf8,APP-00072,"Candidate asked abot contract length/conversion path, gaev what info we have. Will circle back if anything changes.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-8cbc4304b48c,APP-00072,"wanted to flag, how long do these contracts usully run at this client?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-10b525790c70,APP-00072,just want to understand how stable this assignment is before I commit. Thank you,job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-cfad8b19d230,APP-00072,"Candidate asked aout contract length/conversion path, gavve what info we have. Flagging for visibility.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-02a7a8e06ae3,APP-00072,"Candidate askde about contract length/conversion path, gave what info we have.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-421ad6e8707c,APP-00072,"Per today's call, candidate asked about contract length/conversion path, gave what info we have. Will follow up early next week.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,pending,,,,,,
EV-2eb0d7708b39,APP-00073,is there any flexibility on the shift start time? Appreciate it,schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-d69cce1b2af8,APP-00073,"Note: discussed shift schedule concerns with candidate, checked with client on flexibility. Flagging for visibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-c2c665850001,APP-00073,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-09dff6e572b4,APP-00073,"the schedule might conflict wiith childcare, seeing what I can work out.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-a32289814177,APP-00073,"Discussed shift schedule concerns with candidate, checked with client on flexibility.",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-9d44587fedd5,APP-00073,"Good afternoon, is there any flexibility on the shift start time? Appreciaet it",schedule_shift,Candidate raises a comment about shift or schedule.,moderate,pending,,,,,,
EV-6050ff7b6ab5,APP-00076,"this role sounds lie a great fit, can't wait to get started.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-3e57ab1738f9,APP-00076,"this role sounds lie a great fit, can't wait to get started.",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-38d623636995,APP-00076,really appreciate u thinking of me for this one!,candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-2da561921c6c,APP-00076,"so excited about this opportunity, tank you!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-9dc55e047d3c,APP-00076,"so excited about this opportunity, tank you!",candidate_excitement,Candidate expresses positive sentiment about the role or process.,moderate,pending,,,,,,
EV-1dd2c054a2ab,APP-00079,Quick note - client running bhind on offer letter generation. Kept candidate updated. Noted for the file.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-53770fe2b17c,APP-00079,"just checking, did the offer letter go out yet?",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-a7a360806418,APP-00079,"just checking, did the offer letter go out yet?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-e22a2ec025be,APP-00079,"Per today's call, client running behind on offer letter generation. Kept candidate updated.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-1b887de89356,APP-00079,"Per today's call, client running behind on offer letter generation. Kept candidate updated.",process_delay,Communication references a delay in the recruitment process.,moderate,pending,,,,,,
EV-7da16f874210,APP-00079,"Quick note - sent candidate an update on offer letter timeline, they wee understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-697f0a847314,APP-00079,"Per today's call, sent candidate an update on offer letter timeline, they were understanding.",documentation,"Reference to offer letter, paperwork, or background check status.",moderate,pending,,,,,,
EV-7ecdacf1e6f5,APP-00080,"not totally sure how tht interview went, kind of it felt a little off. thx!",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-2843eabbef53,APP-00080,"not totally sure how thaat interview went, wanted to flag, it felt a little off.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-79e9f7dc605b,APP-00082,"sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-39ae482f7b36,APP-00082,"sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-cf2f130ac10b,APP-00082,"sorry to ask again, but what should I bring on day one?",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-0aa2a72fceeb,APP-00082,"sorry to ask again, but what should I bring on day one?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-73c81b2e03c7,APP-00082,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-b6c5eb7c40cc,APP-00082,"Note: candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-5f4625dbe60a,APP-00082,Sent onboarding checklist again per candidate request. Will circle back if anything changes.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-c2df38b6dc61,APP-00082,"Candidate asked several onboarding logisttics questions, answered all of them. Will circle back if anything changes.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-4ee3d94383cd,APP-00084,"Hi, my current employer wants two weeks notice, is that going to be a problem? Thanks!",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-18d6e17995a1,APP-00084,"my current employer wants three weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-03637d4abc8a,APP-00084,"my current employer wants three weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-7867203f54fc,APP-00084,"trying to work out my notice period, might push the start date a bit. Thanks",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-84282270b5dd,APP-00084,"trying to work out my notice period, might push the start date a bit. Thanks",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-ca2ca1159897,APP-00084,"trying to wokr out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-3f5418bc58db,APP-00084,"trying to wokr out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
