evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-9dd50e936da9,5,5,False,1,False,False,high,repeated_but_usable,exact text repeated 5x overall
EV-0c00c30b1072,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9d7e41c55d74,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6adf49327c20,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5b125055d21a,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-5645f4af0a06,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b36d81df0647,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-989540395353,16,16,False,1,False,True,medium,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-1a7809462d9b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-087963ca6157,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-49a16601aea6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-dc02fdc78578,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-20d559e73e4f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-364f3c91963a,6,6,False,1,False,False,high,repeated_but_usable,exact text repeated 6x overall
EV-84e63bd07c84,19,19,False,1,False,True,low,likely_template,exact text repeated 19x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-5e27007e8bfa,16,16,False,1,False,True,low,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-b38a463e8e6a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-874dac28e768,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a0f0a317516f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-29b656c46a32,7,7,False,1,False,False,high,repeated_but_usable,exact text repeated 7x overall
EV-d498531a4408,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-aeb3b02b2210,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5d967a7014b3,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e2006f87a0c7,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-bff7c051c993,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-70cfff650dc5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-80551520f3f5,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-d7eeebdff35a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-50cc0401129d,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-2907099554ca,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-dc79abf6918c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2d194c6277ad,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-30462fb75bbe,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9412924711c9,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-81b249c45c13,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0a4157e11f6c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0eb4a7afe001,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-96a13fd7f3b6,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 18 distinct applications (>= 8 treated as template-scale)
EV-67c5e2bfe830,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 18 distinct applications (>= 8 treated as template-scale)
EV-84e515f25135,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-f21269074c10,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a69a2ce37f25,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-1281ea8ad880,25,25,True,1,False,True,medium,same_application_duplicate,exact text repeated 25x overall; also repeated within the same application; appears across 18 distinct applications (>= 8 treated as template-scale)
EV-7a184e45add3,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-49ac74f02b21,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-79f19aff464e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-ef085773404a,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-8035e27b8523,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4e85cc7026b4,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-86e2d3c952f0,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-bb3b0e93b38a,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-4648db8f0ca0,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-b9493e55b4da,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-71969756f1f0,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-1e490304172b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-de0cf908e77b,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-28402cf57439,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b15d9bb235a9,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-938212b200d5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-beb58b40e574,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-2c7e522d7ba2,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-715a21d3c370,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-eb855bc4bea6,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f2ca624565ff,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-98bccecde657,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-a148db0dbef5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-31b2b4f4ab32,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-10684e597e4e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
